countyName,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,part_time_work_behavior_devices,full_time_work_behavior_devices,stateFIPS,countyFIPS,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,Recovered,Active,CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Albany,69.8139232120297,15833.466775028503,29.091470742304256,705.3435737836255,3.240309062336302,8.06855298431578,36.0,36001.0,Albany,36001.0,42.60060306000001,-73.97723915999998,732.3888888888889,24.555555555555557,0.0,707.8333333333334,Albany,9.0,32215.425837320574,15592.22966507177,16623.196172248805,12173.444976076555,12921.272727272728,2084.8516746411483,2286.1052631578946,44.57416267942584,46.40191387559808,884.5358851674641,945.3397129186603,9.492822966507177,9.425837320574162,395.33014354066984,414.6507177033493,12525.598086124402,13282.344497607655,2311.5406698564593,2538.6794258373207,123.33971291866028,137.67464114832535,1025.5023923444976,1080.2392344497607,25.52153110047847,26.555023923444978,14733.368421052632,15732.746411483253,11600.421052631578,12340.794258373206,1894.8038277511962,2077.7894736842104,22.679425837320576,25.626794258373206,875.3014354066986,936.3636363636364,6.392344497607655,6.382775119617225,333.77033492822966,345.7894736842105,11896.325358851675,12639.502392344497,2074.8899521531102,2277.464114832536,83.81818181818181,97.95215311004785,1011.1004784688995,1065.4066985645934,19.607655502392344,20.401913875598087,858.8612440191388,890.4497607655502,573.023923444976,580.4784688995215,190.04784688995215,208.31578947368422,21.894736842105264,20.77511961722488,9.23444976076555,8.976076555023923,3.1004784688995217,3.0430622009569377,61.55980861244019,68.86124401913875,629.2727272727273,642.8421052631579,236.65071770334927,261.21531100478467,39.52153110047847,39.72248803827751,14.401913875598087,14.832535885167465,5.913875598086125,6.15311004784689
Allegany,51.28712059064807,17531.475936560022,19.97518457752256,651.8027754990429,2.566447908121411,5.972996992070002,36.0,36003.0,Allegany,36003.0,42.25748406000001,-78.02750465999999,30.61111111111111,1.6111111111111112,0.0,29.0,Allegany,9.0,5041.454545454545,2549.7033492822966,2491.751196172249,2445.215311004785,2399.464114832536,38.01913875598086,25.923444976076556,7.320574162679426,6.956937799043062,26.248803827751196,29.04306220095694,0.5263157894736842,1.1961722488038278,32.3732057416268,29.167464114832537,2474.7081339712918,2426.133971291866,52.411483253588514,39.49282296650718,18.4688995215311,16.057416267942585,36.622009569377994,38.248803827751196,2.028708133971292,2.736842105263158,2510.181818181818,2455.9617224880385,2415.177033492823,2372.334928229665,34.11483253588517,22.995215311004785,5.636363636363637,5.244019138755981,25.789473684210527,28.861244019138756,0.22009569377990432,0.7751196172248804,29.24401913875598,25.751196172248804,2442.0,2396.086124401914,46.48803827751196,34.47846889952153,15.301435406698564,12.995215311004785,35.61722488038278,37.50239234449761,1.569377990430622,2.1435406698564594,39.52153110047847,35.78947368421053,30.038277511961724,27.129186602870814,3.9043062200956937,2.9282296650717705,1.6842105263157894,1.7129186602870814,0.45933014354066987,0.18181818181818182,0.3062200956937799,0.42105263157894735,3.1291866028708135,3.416267942583732,32.708133971291865,30.047846889952154,5.923444976076555,5.014354066985646,3.1674641148325358,3.062200956937799,1.0047846889952152,0.7464114832535885,0.45933014354066987,0.5933014354066986
Broome,44.67345405147622,21509.503981386475,17.246947121985055,680.0317354798618,2.393340751766695,5.075234475483041,36.0,36007.0,Broome,36007.0,42.159031580000004,-75.81326085999997,203.77777777777777,12.333333333333334,0.0,191.44444444444446,Broome,9.0,20762.44976076555,10192.009569377991,10570.440191387559,8908.038277511961,9299.76076555024,578.8325358851674,561.9904306220096,22.583732057416267,26.30622009569378,413.73205741626793,407.1387559808612,6.220095693779904,5.7990430622009566,262.60287081339715,269.444976076555,9151.416267942584,9548.373205741627,730.3732057416267,724.0095693779904,83.86602870813397,88.41148325358851,490.39234449760767,482.04784688995215,16.124401913875598,16.88995215311005,9796.497607655503,10183.56937799043,8624.784688995216,9033.473684210527,510.57416267942585,489.444976076555,17.167464114832537,18.91866028708134,409.60765550239233,401.8086124401914,3.4354066985645932,3.9425837320574164,230.92822966507177,235.98086124401914,8838.507177033493,9251.712918660287,639.8086124401914,627.377990430622,69.22488038277513,71.70334928229666,483.02392344497605,472.8038277511962,12.200956937799043,13.23444976076555,395.511961722488,386.8708133971292,283.2535885167464,266.2870813397129,68.25837320574162,72.54545454545455,5.416267942583732,7.3875598086124405,4.124401913875598,5.330143540669856,2.784688995215311,1.8564593301435406,31.67464114832536,33.464114832535884,312.90909090909093,296.66028708133973,90.56459330143541,96.63157894736842,14.641148325358852,16.708133971291865,7.368421052631579,9.24401913875598,3.923444976076555,3.6555023923444976
Cattaraugus,45.25493058027768,9680.746173015308,18.432146671413314,728.4787824848701,2.378568885724457,4.8950872196511215,36.0,36009.0,Cattaraugus,36009.0,42.247782410000006,-78.67923096000001,36.833333333333336,0.0,0.0,36.833333333333336,Cattaraugus,9.0,8301.35885167464,4112.373205741626,4188.985645933014,3809.5789473684213,3882.813397129187,69.51196172248804,47.645933014354064,126.26794258373205,147.0334928229665,30.16267942583732,31.933014354066987,0.8516746411483254,1.492822966507177,76.0,78.06698564593302,3880.909090909091,3955.818181818182,108.3444976076555,87.49282296650718,155.23444976076556,176.86124401913875,42.75598086124402,44.79425837320574,3.3205741626794256,3.9617224880382773,4032.2105263157896,4111.186602870814,3751.799043062201,3827.502392344498,64.36363636363636,41.97129186602871,117.46411483253588,138.0,28.373205741626794,30.928229665071772,0.8325358851674641,1.38755980861244,69.377990430622,71.39712918660287,3817.0717703349283,3894.5837320574165,99.79904306220095,77.96172248803828,143.2822966507177,164.91866028708134,40.28708133971292,43.100478468899524,3.0239234449760763,3.626794258373206,80.16267942583733,77.79904306220095,57.7799043062201,55.311004784689,5.148325358851674,5.6746411483253585,8.803827751196172,9.033492822966506,1.7894736842105263,1.0047846889952152,0.019138755980861243,0.10526315789473684,6.62200956937799,6.669856459330144,63.83732057416268,61.23444976076555,8.545454545454545,9.5311004784689,11.952153110047847,11.942583732057416,2.4688995215311005,1.69377990430622,0.2966507177033493,0.3349282296650718
Cayuga,48.40330615942029,5976.421988224638,19.76298309178744,692.9273097826087,2.569670893719807,4.859903381642512,36.0,36011.0,Cayuga,36011.0,42.91261713999998,-76.55731592000001,38.72222222222222,1.0,0.0,37.72222222222222,Cayuga,9.0,8302.181818181818,4243.866028708134,4058.315789473684,3845.2631578947367,3858.6985645933014,275.8468899521531,79.88516746411483,21.52153110047847,13.961722488038278,20.76555023923445,26.239234449760765,3.148325358851675,1.5215311004784688,77.32057416267942,78.00956937799043,3917.693779904306,3931.7703349282297,326.4593301435407,131.96172248803828,40.90909090909091,33.291866028708135,32.55502392344498,37.73205741626794,5.70334928229665,4.30622009569378,4104.976076555024,3978.9282296650717,3748.9856459330144,3798.248803827751,247.9712918660287,71.90430622009569,17.52153110047847,11.062200956937799,20.20095693779904,24.660287081339714,1.5789473684210527,1.4354066985645932,68.7177033492823,71.61722488038278,3813.349282296651,3865.5502392344497,292.066985645933,119.0909090909091,34.79425837320574,28.660287081339714,31.215311004784688,35.578947368421055,3.770334928229665,3.875598086124402,138.88995215311004,79.38755980861244,96.27751196172248,60.44976076555024,27.875598086124402,7.980861244019139,4.0,2.8995215311004783,0.5645933014354066,1.5789473684210527,1.569377990430622,0.0861244019138756,8.602870813397129,6.392344497607655,104.3444976076555,66.22009569377991,34.39234449760765,12.870813397129186,6.114832535885167,4.631578947368421,1.3397129186602872,2.15311004784689,1.9330143540669857,0.430622009569378
Chautauqua,46.890114739629304,6503.706804875708,18.05593077247784,716.2986684063087,2.678441229517633,4.785026286503703,36.0,36013.0,Chautauqua,36013.0,42.22769210000001,-79.36691763,26.555555555555557,3.0,0.0,23.555555555555557,Chautauqua,9.0,13905.904306220096,6871.712918660287,7034.191387559808,6429.540669856459,6656.363636363636,218.755980861244,151.99043062200957,45.751196172248804,45.942583732057415,37.004784688995215,46.30622009569378,4.0,2.61244019138756,136.6602870813397,130.97607655502392,6559.665071770335,6780.3253588516745,307.35885167464113,238.35406698564594,82.4401913875598,80.05741626794259,55.588516746411486,64.22009569377991,7.894736842105263,6.373205741626794,6381.1291866028705,6577.291866028708,6023.043062200957,6273.081339712919,176.19138755980862,115.89473684210526,31.11004784688995,32.74641148325359,34.66028708133971,43.97129186602871,1.9425837320574162,1.263157894736842,114.18181818181819,110.33492822966507,6132.0,6378.181818181818,249.12918660287082,187.6267942583732,61.110047846889955,61.014354066985646,51.79904306220096,60.143540669856456,5.119617224880383,4.1913875598086126,490.5837320574163,456.8995215311005,406.4976076555024,383.2822966507177,42.56459330143541,36.09569377990431,14.641148325358852,13.196172248803828,2.3444976076555024,2.334928229665072,2.0574162679425836,1.3492822966507176,22.47846889952153,20.641148325358852,427.6650717703349,402.14354066985646,58.229665071770334,50.72727272727273,21.330143540669855,19.04306220095694,3.789473684210526,4.076555023923445,2.77511961722488,2.1818181818181817
Chemung,57.558424891226096,5248.810467336526,23.93589382414624,769.3800356841018,3.2810592543900836,5.6793439133564965,36.0,36015.0,Chemung,36015.0,42.13891056,-76.76388049999998,81.44444444444444,1.0,0.0,80.44444444444444,Chemung,9.0,9200.947368421053,4575.406698564593,4625.540669856459,3973.1100478468898,4202.105263157895,398.488038277512,214.62200956937798,15.799043062200957,13.167464114832535,57.665071770334926,65.27272727272727,1.5598086124401913,1.5598086124401913,128.7846889952153,128.8133971291866,4095.55980861244,4324.784688995215,486.9665071770335,304.555023923445,42.047846889952154,38.90909090909091,78.32535885167464,85.0909090909091,4.956937799043062,5.100478468899522,4423.062200956938,4518.344497607655,3871.177033492823,4124.88995215311,367.73205741626793,200.6315789473684,12.822966507177034,10.114832535885167,54.92822966507177,64.56459330143541,0.7942583732057417,0.861244019138756,115.60765550239235,117.2822966507177,3981.282296650718,4236.736842105263,446.8421052631579,282.1244019138756,35.70334928229665,32.94736842105263,74.30622009569377,83.5311004784689,3.712918660287081,4.057416267942584,152.3444976076555,107.19617224880383,101.93301435406698,77.2153110047847,30.75598086124402,13.990430622009569,2.9760765550239237,3.0526315789473686,2.736842105263158,0.7081339712918661,0.7655502392344498,0.6985645933014354,13.177033492822966,11.5311004784689,114.27751196172248,88.04784688995215,40.1244019138756,22.43062200956938,6.344497607655502,5.961722488038277,4.019138755980861,1.5598086124401913,1.244019138755981,1.0430622009569377
Chenango,47.752202330207446,10269.078317703894,17.69212844558113,680.700880932083,2.718840579710145,4.810571184995737,36.0,36017.0,Chenango,36017.0,42.494300410000015,-75.60887552999999,80.16666666666667,0.0,0.0,80.16666666666667,Chenango,9.0,5193.100478468899,2591.2727272727275,2601.8277511961724,2505.3875598086124,2529.8947368421054,25.263157894736842,18.90909090909091,10.61244019138756,9.167464114832535,12.028708133971293,13.82775119617225,0.35406698564593303,0.42105263157894735,37.6267942583732,29.607655502392344,2540.5645933014353,2557.5789473684213,39.43540669856459,31.435406698564595,26.94736842105263,20.708133971291865,20.861244019138756,20.717703349282296,1.9330143540669857,1.5980861244019138,2536.8516746411483,2551.7703349282297,2458.095693779904,2486.44019138756,22.784688995215312,16.42105263157895,8.89952153110048,7.090909090909091,11.636363636363637,13.263157894736842,0.24880382775119617,0.3157894736842105,35.186602870813395,28.239234449760765,2490.995215311005,2512.9473684210525,35.70334928229665,28.172248803827753,24.32535885167464,18.076555023923444,20.172248803827753,19.980861244019138,1.6267942583732058,1.4162679425837321,54.421052631578945,50.057416267942585,47.291866028708135,43.45454545454545,2.478468899521531,2.488038277511962,1.7129186602870814,2.076555023923445,0.3923444976076555,0.5645933014354066,0.10526315789473684,0.10526315789473684,2.4401913875598087,1.368421052631579,49.569377990430624,44.63157894736842,3.7320574162679425,3.263157894736842,2.6220095693779903,2.6315789473684212,0.6889952153110048,0.7368421052631579,0.3062200956937799,0.18181818181818182
Clinton,35.61921778836609,10382.305406657402,14.599430878168222,638.7548143736351,1.9252862153398187,4.054232016411885,36.0,36019.0,Clinton,36019.0,44.745309050000024,-73.67875352000003,51.27777777777778,3.3333333333333335,0.0,47.94444444444444,Clinton,9.0,8567.11004784689,4397.598086124402,4169.511961722488,3973.904306220096,3959.2057416267944,297.14832535885165,66.9090909090909,18.928229665071772,14.392344497607656,46.047846889952154,65.5311004784689,1.0813397129186604,1.8851674641148326,60.48803827751196,61.588516746411486,4028.775119617225,4015.2727272727275,323.21531100478467,95.38755980861244,41.54066985645933,36.25837320574163,62.516746411483254,81.99043062200957,4.1913875598086126,5.023923444976076,4249.464114832536,4086.488038277512,3867.77990430622,3893.8277511961724,265.9712918660287,58.83253588516747,16.19138755980861,13.090909090909092,45.377990430622006,64.66028708133972,0.6985645933014354,1.062200956937799,53.44497607655502,55.014354066985646,3916.2105263157896,3944.2392344497607,287.85645933014354,83.41626794258373,36.21052631578947,32.2200956937799,61.0622009569378,80.35406698564593,3.4066985645933014,3.4832535885167464,148.13397129186603,83.02392344497608,106.1244019138756,65.377990430622,31.177033492822968,8.076555023923445,2.736842105263158,1.3014354066985645,0.6698564593301436,0.8708133971291866,0.3827751196172249,0.8229665071770335,7.043062200956938,6.574162679425838,112.56459330143541,71.03349282296651,35.35885167464115,11.971291866028707,5.330143540669856,4.038277511961723,1.4545454545454546,1.6363636363636365,0.784688995215311,1.5406698564593302
Columbia,40.43078462621845,7194.927430413995,16.823801934694785,746.5036507171714,2.0994774100292797,3.9027834401986583,36.0,36021.0,Columbia,36021.0,42.24819348000002,-73.63089095000002,118.72222222222223,11.222222222222221,0.0,107.5,Columbia,9.0,6515.626794258374,3272.8803827751194,3242.7464114832537,2958.3827751196172,2966.44019138756,184.08612440191388,139.19617224880383,9.578947368421053,8.47846889952153,54.15311004784689,59.92344497607655,2.2583732057416266,0.937799043062201,64.42105263157895,67.77033492822966,3018.066985645933,3029.502392344498,222.87081339712918,179.41626794258374,25.023923444976077,25.56937799043062,68.19138755980862,74.22966507177034,4.794258373205742,3.617224880382775,3120.4306220095696,3115.6363636363635,2838.8612440191387,2864.6794258373207,164.87081339712918,126.20095693779905,4.889952153110048,4.574162679425838,53.119617224880386,58.74641148325359,1.0909090909090908,0.8803827751196173,57.59808612440192,60.55502392344498,2892.133971291866,2920.976076555024,198.8133971291866,161.48325358851676,18.60287081339713,19.69377990430622,66.52631578947368,72.42105263157895,3.3779904306220097,3.148325358851675,152.44976076555025,127.11004784688996,119.52153110047847,101.76076555023923,19.215311004784688,12.995215311004785,4.688995215311005,3.9043062200956937,1.0334928229665072,1.1770334928229664,1.167464114832536,0.05741626794258373,6.822966507177034,7.215311004784689,125.93301435406698,108.52631578947368,24.057416267942585,17.933014354066987,6.421052631578948,5.875598086124402,1.6650717703349283,1.8086124401913874,1.4162679425837321,0.4688995215311005
