countyName,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,part_time_work_behavior_devices,full_time_work_behavior_devices,stateFIPS,countyFIPS,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,Recovered,Active,CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Box Elder,81.73552364089448,7828.8019542265065,28.755656108597286,827.2980523313004,6.078496950619713,11.308544822611319,49.0,49003.0,Box Elder,49003.0,41.52106798,-113.08328159999999,25.0,0.0,0.0,25.0,Box Elder,50.0,49.0,3.0,6.0,9.0,5419.0526315789475,2738.8612440191387,2680.1913875598084,2615.511961722488,2560.1052631578946,16.20095693779904,10.31578947368421,31.789473684210527,30.30622009569378,21.11004784688995,28.679425837320576,5.856459330143541,5.444976076555024,48.39234449760765,45.33971291866029,2660.7655502392345,2602.803827751196,25.617224880382775,18.698564593301434,54.411483253588514,51.569377990430624,38.38277511961722,45.282296650717704,9.598086124401913,9.023923444976077,2484.822966507177,2454.0478468899523,2393.0813397129186,2359.1387559808613,10.937799043062201,7.244019138755981,17.980861244019138,19.05263157894737,18.535885167464116,26.94736842105263,4.535885167464115,4.382775119617225,39.751196172248804,37.282296650717704,2430.153110047847,2394.22009569378,18.62200956937799,14.057416267942584,34.75598086124402,34.717703349282296,34.3732057416268,42.09569377990431,7.741626794258373,7.511961722488039,254.03827751196172,226.14354066985646,222.4306220095694,200.9665071770335,5.2631578947368425,3.0717703349282295,13.808612440191387,11.253588516746412,2.574162679425837,1.7320574162679425,1.3205741626794258,1.062200956937799,8.641148325358852,8.057416267942584,230.61244019138755,208.58373205741626,6.9952153110047846,4.641148325358851,19.6555023923445,16.851674641148325,4.009569377990431,3.186602870813397,1.8564593301435406,1.5119617224880382
Cache,83.4293093922652,8786.458701657459,30.058480662983424,819.6431767955801,6.5553591160221,14.049558011049724,49.0,49005.0,Cache,49005.0,41.72330587,-111.7443667,35.8,0.0,0.0,35.8,Cache,50.0,49.0,5.0,6.0,9.0,12421.80861244019,6202.382775119617,6219.425837320574,5787.913875598086,5837.684210526316,65.79904306220095,42.32535885167464,58.057416267942585,59.54066985645933,146.1244019138756,140.8133971291866,33.81818181818182,27.311004784688997,110.66985645933015,111.7511961722488,5891.1578947368425,5942.545454545455,88.57416267942584,65.33971291866028,101.51196172248804,102.86124401913875,188.2775119617225,184.45933014354068,52.19138755980861,45.4066985645933,5545.435406698564,5591.827751196172,5218.239234449761,5288.028708133971,50.91866028708134,27.72248803827751,28.63157894736842,31.57894736842105,139.3397129186603,134.89952153110048,24.63157894736842,20.516746411483254,83.67464114832536,89.08133971291866,5296.2200956937795,5371.7511961722485,68.07655502392345,46.248803827751196,54.229665071770334,59.55980861244019,176.08612440191388,173.95215311004785,40.66028708133971,36.87081339712919,656.9473684210526,627.5980861244019,569.6746411483253,549.6555023923445,14.880382775119617,14.602870813397129,29.425837320574164,27.961722488038276,6.784688995215311,5.913875598086125,9.186602870813397,6.794258373205742,26.995215311004785,22.669856459330145,594.9377990430622,570.7942583732057,20.497607655502392,19.09090909090909,47.282296650717704,43.301435406698566,12.191387559808613,10.507177033492823,11.5311004784689,8.535885167464114
Carbon,71.2067868504772,3461.082926829268,24.598621420996817,788.1809119830328,5.806892895015907,10.368186638388122,49.0,49007.0,Carbon,49007.0,39.64834818,-110.5872512,2.0,0.0,0.0,2.0,Carbon,50.0,49.0,7.0,6.0,9.0,2195.33971291866,1089.2248803827752,1106.1148325358852,1035.157894736842,1057.4736842105262,7.464114832535885,5.588516746411483,16.60287081339713,14.995215311004785,6.899521531100478,7.100478468899522,2.2200956937799043,1.9043062200956937,20.880382775119617,19.05263157894737,1054.3062200956938,1075.2822966507176,12.775119617224881,10.688995215311005,28.33492822966507,25.636363636363637,11.186602870813397,10.803827751196172,4.545454545454546,3.9330143540669855,945.8851674641148,965.8086124401914,906.1244019138755,929.9425837320574,5.971291866028708,4.3253588516746415,10.047846889952153,9.10047846889952,6.239234449760765,6.794258373205742,1.5980861244019138,1.186602870813397,15.904306220095695,14.45933014354067,920.6507177033493,943.3205741626795,10.028708133971293,8.287081339712918,18.4688995215311,16.62200956937799,9.751196172248804,9.84688995215311,3.550239234449761,2.9569377990430623,143.3397129186603,140.3062200956938,129.0334928229665,127.5311004784689,1.492822966507177,1.263157894736842,6.555023923444976,5.894736842105263,0.6602870813397129,0.3062200956937799,0.6220095693779905,0.7177033492822966,4.976076555023924,4.5933014354066986,133.6555023923445,131.96172248803828,2.7464114832535884,2.401913875598086,9.866028708133971,9.014354066985646,1.4354066985645932,0.9569377990430622,0.9952153110047847,0.9760765550239234
Davis,140.67034736599953,7656.6935050993025,55.544885909275145,918.196052011787,8.986350739973929,20.692595878931282,49.0,49011.0,Davis,49011.0,40.99001837000001,-112.11399970000001,227.66666666666666,2.0,0.0,225.66666666666666,Davis,50.0,49.0,11.0,6.0,9.0,34201.004784688994,17214.602870813396,16986.401913875598,15997.866028708135,15790.593301435407,263.9617224880383,202.21052631578948,119.54066985645933,107.4066985645933,282.32535885167465,375.30143540669854,128.69856459330143,113.45454545454545,422.2105263157895,397.4354066985646,16394.765550239234,16165.856459330143,380.7464114832536,310.0382775119617,218.16267942583733,202.39234449760767,485.52153110047846,568.9952153110048,203.37799043062202,181.47368421052633,15644.622009569379,15480.133971291865,14620.43062200957,14457.282296650717,228.55502392344496,168.5933014354067,67.99043062200957,63.80861244019139,259.9712918660287,354.6507177033493,119.08133971291866,103.22488038277513,348.5933014354067,332.57416267942585,14948.794258373206,14771.818181818182,322.3636363636364,256.8325358851675,132.77511961722487,127.97129186602871,439.4066985645933,526.5071770334928,185.01435406698565,164.0,1569.9808612440193,1506.267942583732,1377.4354066985645,1333.311004784689,35.4066985645933,33.61722488038278,51.55023923444976,43.59808612440192,22.354066985645932,20.650717703349283,9.617224880382775,10.229665071770334,73.61722488038278,64.86124401913875,1445.9712918660287,1394.0382775119617,58.38277511961722,53.20574162679426,85.38755980861244,74.42105263157895,46.11483253588517,42.48803827751196,18.363636363636363,17.473684210526315
Duchesne,86.10892940626461,5394.186068256195,26.0297646875487,576.293595137915,6.649213027894655,15.525011687704534,49.0,49013.0,Duchesne,49013.0,40.29772254,-110.425237,3.0,0.0,0.0,3.0,Duchesne,50.0,49.0,13.0,6.0,9.0,2053.8277511961724,1043.8947368421052,1009.933014354067,961.1387559808612,924.8325358851674,5.990430622009569,2.861244019138756,45.91387559808612,49.38755980861244,3.598086124401914,4.7368421052631575,4.267942583732057,2.708133971291866,22.985645933014354,25.406698564593302,982.6507177033493,948.5933014354067,10.210526315789474,7.521531100478469,61.119617224880386,66.56459330143541,7.244019138755981,8.535885167464114,6.77511961722488,5.4066985645933014,961.6459330143541,940.8803827751196,897.1866028708134,870.5454545454545,3.8564593301435406,1.444976076555024,34.38277511961722,40.74641148325359,2.708133971291866,3.9138755980861246,3.751196172248804,2.3157894736842106,19.760765550239235,21.913875598086126,915.6555023923445,891.1770334928229,7.3971291866028706,5.2727272727272725,47.4066985645933,55.67464114832536,5.923444976076555,7.052631578947368,6.009569377990431,4.631578947368421,82.2488038277512,69.05263157894737,63.952153110047846,54.28708133971292,2.1339712918660285,1.4162679425837321,11.5311004784689,8.641148325358852,0.8899521531100478,0.8229665071770335,0.5167464114832536,0.3923444976076555,3.22488038277512,3.492822966507177,66.99521531100478,57.41626794258373,2.813397129186603,2.248803827751196,13.712918660287082,10.889952153110048,1.3205741626794258,1.4832535885167464,0.7655502392344498,0.7751196172248804
Emery,55.42757057490212,38148.45662476819,18.16793735833505,485.33051720585206,3.7632392334638367,8.89140737688028,49.0,49015.0,Emery,49015.0,38.99617072,-110.7013958,2.6,0.0,0.0,2.6,Emery,50.0,49.0,15.0,6.0,9.0,1118.4306220095693,569.2822966507177,549.1483253588517,554.4401913875598,532.9090909090909,2.3636363636363638,1.923444976076555,4.909090909090909,5.712918660287081,2.1339712918660285,2.574162679425837,0.784688995215311,0.19138755980861244,4.650717703349282,5.837320574162679,558.6315789473684,538.3444976076555,3.712918660287081,3.6363636363636362,6.9952153110047846,8.392344497607656,3.291866028708134,4.038277511961723,1.5502392344497609,0.9090909090909091,533.3205741626795,517.0143540669857,521.5023923444976,503.70334928229664,1.674641148325359,1.5502392344497609,3.397129186602871,3.8564593301435406,1.9138755980861244,2.574162679425837,0.7368421052631579,0.19138755980861244,4.095693779904306,5.138755980861244,525.1866028708134,508.488038277512,2.851674641148325,3.0526315789473686,5.167464114832536,6.114832535885167,2.9569377990430623,3.9425837320574164,1.4354066985645932,0.8229665071770335,35.961722488038276,32.133971291866025,32.9377990430622,29.205741626794257,0.6889952153110048,0.37320574162679426,1.5119617224880382,1.8564593301435406,0.22009569377990432,0.0,0.04784688995215311,0.0,0.5550239234449761,0.6985645933014354,33.44497607655502,29.85645933014354,0.861244019138756,0.583732057416268,1.8277511961722488,2.277511961722488,0.3349282296650718,0.09569377990430622,0.11483253588516747,0.0861244019138756
Garfield,52.86902399422695,10928.98394371279,18.93938300559264,440.757712430092,3.263395273317698,9.012267725058633,49.0,49017.0,Garfield,49017.0,37.85447192,-111.4418764,1.0,0.0,0.0,1.0,Garfield,50.0,49.0,17.0,6.0,9.0,534.6124401913876,278.32535885167465,256.2870813397129,264.04784688995215,242.16267942583733,1.6842105263157894,1.0909090909090908,6.028708133971292,5.6746411483253585,2.430622009569378,3.4354066985645932,0.6794258373205742,0.8325358851674641,3.4545454545454546,3.090909090909091,266.94736842105266,244.72727272727272,2.736842105263158,2.1052631578947367,7.779904306220096,6.889952153110048,2.9952153110047846,4.3349282296650715,1.5215311004784688,1.444976076555024,262.38277511961724,243.5980861244019,251.0622009569378,231.5980861244019,1.2822966507177034,0.5645933014354066,4.45933014354067,4.574162679425838,2.3923444976076556,3.425837320574163,0.6794258373205742,0.8325358851674641,2.507177033492823,2.602870813397129,253.244019138756,233.74162679425837,2.0191387559808613,1.3971291866028708,5.473684210526316,5.521531100478469,2.861244019138756,4.248803827751196,1.3779904306220097,1.3779904306220097,15.942583732057416,12.688995215311005,12.985645933014354,10.564593301435407,0.4019138755980861,0.5263157894736842,1.569377990430622,1.1004784688995215,0.03827751196172249,0.009569377990430622,0.0,0.0,0.9473684210526315,0.4880382775119617,13.703349282296651,10.985645933014354,0.7177033492822966,0.7081339712918661,2.3062200956937797,1.368421052631579,0.1339712918660287,0.0861244019138756,0.14354066985645933,0.06698564593301436
Grand,41.862729717615416,2772.5730614074405,13.747982967279247,722.4495741819811,2.778798744957418,6.8718063648588075,49.0,49019.0,Grand,49019.0,38.98103848,-109.5704487,1.0,0.0,0.0,1.0,Grand,50.0,49.0,19.0,6.0,9.0,993.8947368421053,500.04784688995215,493.8468899521531,457.8181818181818,454.555023923445,4.4688995215311005,2.1913875598086126,23.36842105263158,21.349282296650717,5.311004784688995,5.492822966507177,0.27751196172248804,0.2583732057416268,8.803827751196172,10.0,465.7607655502392,463.6267942583732,7.08133971291866,4.9952153110047846,27.71291866028708,26.066985645933013,7.177033492822966,8.16267942583732,1.5215311004784688,1.3971291866028708,449.95215311004785,444.50717703349284,415.9712918660287,411.4736842105263,3.2344497607655502,1.6555023923444976,18.803827751196174,17.789473684210527,5.07177033492823,5.483253588516747,0.27751196172248804,0.22009569377990432,6.5933014354066986,7.885167464114833,421.8468899521531,418.555023923445,5.196172248803828,3.789473684210526,21.83732057416268,21.349282296650717,6.641148325358851,7.8086124401913874,1.3779904306220097,1.215311004784689,50.09569377990431,49.33971291866029,41.84688995215311,43.08133971291866,1.2344497607655502,0.5358851674641149,4.564593301435407,3.5598086124401913,0.23923444976076555,0.009569377990430622,0.0,0.03827751196172249,2.210526315789474,2.1148325358851676,43.91387559808612,45.07177033492823,1.8851674641148326,1.2057416267942584,5.875598086124402,4.717703349282297,0.5358851674641149,0.35406698564593303,0.14354066985645933,0.18181818181818182
Iron,123.83159551445996,11206.098563840253,38.66673224473736,676.6047117843793,10.690684635058037,22.37143419240606,49.0,49021.0,Iron,49021.0,37.85903620000001,-113.2897381,14.6,0.0,0.0,14.6,Iron,50.0,49.0,21.0,6.0,9.0,5041.425837320574,2512.5837320574165,2528.842105263158,2357.3875598086124,2369.6076555023924,18.066985645933013,13.502392344497608,59.473684210526315,62.97607655502392,20.354066985645932,25.263157894736842,9.578947368421053,7.923444976076555,47.72248803827751,49.569377990430624,2401.0813397129186,2415.5789473684213,28.717703349282296,24.239234449760765,78.2488038277512,82.54545454545455,35.82775119617225,41.32057416267943,19.339712918660286,17.435406698564595,2300.8612440191387,2328.028708133971,2175.2057416267944,2196.4114832535884,14.602870813397129,9.952153110047847,46.58373205741627,49.7799043062201,17.004784688995215,22.698564593301434,8.688995215311005,7.69377990430622,38.77511961722488,41.49282296650718,2210.870813397129,2234.9473684210525,23.033492822966508,18.526315789473685,60.29665071770335,64.83253588516746,30.535885167464116,37.07177033492823,17.138755980861244,16.363636363636363,211.7224880382775,200.8133971291866,182.1818181818182,173.19617224880383,3.464114832535885,3.550239234449761,12.889952153110048,13.196172248803828,3.349282296650718,2.5645933014354068,0.8899521531100478,0.22966507177033493,8.947368421052632,8.076555023923445,190.21052631578948,180.6315789473684,5.684210526315789,5.712918660287081,17.952153110047846,17.71291866028708,5.291866028708134,4.248803827751196,2.200956937799043,1.0717703349282297
Kane,81.27822842310188,15520.59912394549,32.33565866320571,233.72728747566515,4.016547696301103,13.550454250486696,49.0,49025.0,Kane,49025.0,37.28507306,-111.8861752,3.0,0.0,0.0,3.0,Kane,50.0,49.0,25.0,6.0,9.0,763.665071770335,381.2918660287081,382.3732057416268,364.7177033492823,369.1866028708134,1.8181818181818181,1.4066985645933014,6.899521531100478,5.2631578947368425,2.0956937799043063,1.9425837320574162,0.16267942583732056,0.5358851674641149,5.598086124401914,4.038277511961723,369.85645933014354,372.91866028708137,3.215311004784689,2.7177033492822966,9.904306220095695,7.138755980861244,3.263157894736842,2.7942583732057416,0.8038277511961722,0.9473684210526315,362.90909090909093,368.0574162679426,347.9617224880383,355.6555023923445,1.5598086124401913,1.1578947368421053,6.545454545454546,5.119617224880383,2.0574162679425836,1.7894736842105263,0.16267942583732056,0.5358851674641149,4.62200956937799,3.799043062200957,352.22966507177034,359.14832535885165,2.727272727272727,2.3636363636363638,8.947368421052632,6.909090909090909,3.0717703349282295,2.61244019138756,0.7081339712918661,0.9186602870813397,18.382775119617225,14.31578947368421,16.75598086124402,13.5311004784689,0.2583732057416268,0.24880382775119617,0.35406698564593303,0.14354066985645933,0.03827751196172249,0.15311004784688995,0.0,0.0,0.9760765550239234,0.23923444976076555,17.626794258373206,13.770334928229666,0.4880382775119617,0.35406698564593303,0.9569377990430622,0.22966507177033493,0.19138755980861244,0.18181818181818182,0.09569377990430622,0.028708133971291867
