countyName,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,part_time_work_behavior_devices,full_time_work_behavior_devices,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,median_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home,stateFIPS,countyFIPS,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Fairfield,72.27586273487438,2330.685020180368,29.700436436668404,817.1463607747717,3.0454994882490394,1.9653438387115463,1.5754436784272832,24.93916922542147,171.36538439256125,94.6145066913852,744.573009343938,199.82567362151394,5815.993309994179,9.0,9001.0,Fairfield,9001.0,41.26809896,-73.38811710000002,13821.862068965518,1085.7241379310344,0.0,12736.137931034482,1633.4652063112458,8.157570251151924,Fairfield,50.0,9.0,1.0,6.0,9.0,98351.63636363637,47861.94258373206,50489.69377990431,38665.15789473684,40174.67942583732,5499.8564593301435,6393.435406698564,248.83253588516746,220.64114832535884,2466.1435406698565,2703.9904306220096,57.55023923444976,49.36842105263158,924.4019138755981,947.578947368421,39464.66028708134,40983.91387559809,6014.124401913876,6956.172248803828,454.69856459330146,451.6363636363636,2798.7464114832537,3022.066985645933,128.66985645933013,110.60287081339713,38745.47368421053,41629.75119617225,30840.68899521531,32597.387559808612,4790.22966507177,5624.047846889952,57.09090909090909,60.526315789473685,2400.0478468899523,2646.0382775119615,16.373205741626794,18.114832535885167,641.0430622009569,683.6363636363636,31394.23923444976,33173.83732057416,5099.531100478469,5984.315789473684,180.2200956937799,207.20574162679426,2689.7703349282297,2934.1722488038276,58.75598086124402,59.88516746411483,9116.468899521531,8859.942583732058,7824.468899521531,7577.291866028708,709.6267942583733,769.3875598086124,191.74162679425837,160.11483253588517,66.09569377990431,57.952153110047846,41.177033492822964,31.25358851674641,283.35885167464113,263.9425837320574,8070.421052631579,7810.076555023923,914.5933014354067,971.8564593301436,274.47846889952154,244.4306220095694,108.97607655502392,87.89473684210526,69.91387559808612,50.717703349282296
Hartford,72.39756213693934,3658.178122718471,29.579570199663525,675.7918632087949,3.1757314118232127,1.9925890655916367,1.625216646033711,27.545435884413124,189.38388513263288,91.95263308256357,677.1542344956846,201.7797729711755,8586.61644523043,9.0,9003.0,Hartford,9003.0,41.80283011000004,-72.73103891000002,8141.724137931034,1002.2068965517242,0.0,7139.517241379311,1137.801103485399,12.044155332150602,Hartford,50.0,9.0,3.0,6.0,9.0,94249.91387559808,45678.717703349284,48571.196172248805,35225.732057416266,37461.02392344498,6790.133971291866,7362.832535885167,232.91866028708134,238.48803827751198,2339.77990430622,2367.684210526316,58.83253588516747,49.07177033492823,1031.3205741626793,1092.0956937799042,36135.846889952154,38421.416267942586,7448.956937799043,8089.387559808612,502.622009569378,542.2870813397129,2619.33971291866,2637.77990430622,104.45933014354067,92.07655502392345,38036.574162679426,40565.08133971292,29151.78947368421,31150.105263157893,5787.167464114833,6240.421052631579,77.55023923444976,83.11004784688996,2281.4545454545455,2303.6172248803828,11.789473684210526,14.344497607655502,726.8229665071771,773.4832535885167,29789.569377990432,31821.12918660287,6221.875598086124,6720.650717703349,258.11483253588517,287.1578947368421,2511.129186602871,2533.8086124401916,41.665071770334926,46.76555023923445,7642.1435406698565,8006.114832535885,6073.942583732058,6310.918660287081,1002.9665071770335,1122.4114832535886,155.3684210526316,155.37799043062202,58.32535885167464,64.06698564593302,47.04306220095694,34.72727272727273,304.4976076555024,318.6124401913876,6346.277511961723,6600.287081339713,1227.0813397129186,1368.7368421052631,244.5071770334928,255.12918660287082,108.21052631578948,103.97129186602871,62.79425837320574,45.311004784689
Litchfield,68.70820572088992,3578.0706346913225,26.02159298853896,675.1033708947318,3.3438697871520757,2.2088606375806608,1.5222382741018974,36.7614080708851,174.8266108061254,90.43550996821727,672.7057552868013,208.5654159959274,7106.223455923831,9.0,9005.0,Litchfield,9005.0,41.79375340000001,-73.2451475,1212.7241379310344,111.89655172413794,0.0,1100.8275862068965,762.47830402644,9.454545454545457,Litchfield,50.0,9.0,5.0,6.0,9.0,19601.033492822968,9659.971291866028,9941.062200956938,9124.842105263158,9417.157894736842,185.37799043062202,162.6315789473684,28.822966507177032,26.736842105263158,162.73684210526315,182.52631578947367,5.69377990430622,5.320574162679426,152.4976076555024,146.688995215311,9267.665071770334,9553.33014354067,255.63636363636363,231.45454545454547,79.0909090909091,76.44976076555024,204.9090909090909,221.42583732057417,12.009569377990431,11.54066985645933,9133.301435406698,9434.947368421053,8688.622009569379,8999.961722488039,141.0334928229665,117.42583732057416,16.42105263157895,15.052631578947368,159.41626794258374,179.10047846889952,2.4976076555023923,3.215311004784689,125.31100478468899,120.19138755980862,8806.88038277512,9111.904306220096,195.00478468899522,170.45933014354068,56.77511961722488,55.16746411483253,198.00956937799043,214.4688995215311,7.100478468899522,8.028708133971293,526.6698564593302,506.11483253588517,436.2200956937799,417.1961722488038,44.344497607655505,45.20574162679426,12.401913875598087,11.68421052631579,3.3205741626794256,3.425837320574163,3.1961722488038276,2.1052631578947367,27.1866028708134,26.497607655502392,460.78468899521533,441.42583732057415,60.63157894736842,60.995215311004785,22.31578947368421,21.282296650717704,6.899521531100478,6.956937799043062,4.909090909090909,3.511961722488038
Middlesex,73.73063898704358,3085.1634275618376,27.650082029278142,745.9333038869258,3.5599760222110044,2.1024103987884906,1.6633223960962478,36.618826770991085,165.20130826182063,92.20242301867744,706.8775068727748,207.95678038667808,8574.619931798037,9.0,9007.0,Middlesex,9007.0,41.45949668000002,-72.53714863999996,880.1379310344828,119.75862068965517,0.0,760.3793103448276,671.0335147381122,13.394495412844035,Middlesex,50.0,9.0,7.0,6.0,9.0,17326.00956937799,8453.712918660287,8872.296650717703,7605.435406698564,7960.8421052631575,435.6937799043062,459.3492822966507,18.995215311004785,19.779904306220097,230.31578947368422,262.8421052631579,4.842105263157895,5.483253588516747,158.4306220095694,164.0,7749.397129186603,8109.4162679425835,515.0813397129186,546.688995215311,59.91387559808612,62.2200956937799,282.9665071770335,315.52153110047846,12.78468899521531,13.894736842105264,7983.11004784689,8398.047846889953,7215.875598086124,7571.11004784689,387.11961722488036,409.82775119617224,11.952153110047847,13.397129186602871,225.6267942583732,258.66028708133973,2.7655502392344498,3.6937799043062203,139.77033492822966,141.35885167464116,7343.215311004785,7699.464114832536,454.7464114832536,482.26794258373207,46.97607655502392,48.86124401913876,275.20574162679424,307.8468899521531,9.37799043062201,10.45933014354067,470.60287081339715,474.2488038277512,389.5598086124402,389.73205741626793,48.57416267942584,49.52153110047847,7.043062200956938,6.382775119617225,4.688995215311005,4.181818181818182,2.076555023923445,1.7894736842105263,18.660287081339714,22.641148325358852,406.1818181818182,409.95215311004785,60.334928229665074,64.42105263157895,12.937799043062201,13.358851674641148,7.760765550239235,7.6746411483253585,3.4066985645933014,3.4354066985645932
New Haven,76.32850998535326,3178.8752956168482,30.279731709018204,724.4822495524609,3.476595447887848,2.1557738358170786,1.713556366679841,30.461290772557135,196.17029037732777,92.12770557738358,699.1779468261374,202.42695815887078,7201.981368893257,9.0,9009.0,New Haven,9009.0,41.4080325,-72.93620426000003,9758.275862068966,769.5172413793103,0.0,8988.758620689656,1315.1106103840038,8.513477448625567,New Haven,50.0,9.0,9.0,6.0,9.0,90682.42105263157,43687.80861244019,46994.612440191384,34721.17703349282,37032.01913875598,6036.775119617225,6779.397129186603,220.83253588516746,219.11004784688996,1707.6172248803828,1880.6124401913876,44.30622009569378,42.74641148325359,957.1004784688995,1040.7272727272727,35556.02870813397,37932.67942583732,6664.277511961723,7475.732057416268,476.8133971291866,508.8995215311005,1949.6555023923445,2133.6172248803828,78.75598086124401,78.22009569377991,36317.72248803828,39441.02392344498,28627.11004784689,30849.77990430622,5228.545454545455,5888.832535885167,80.84210526315789,80.622009569378,1666.2105263157894,1836.88995215311,15.645933014354068,13.425837320574162,699.3684210526316,771.4736842105264,29232.24880382775,31511.1004784689,5660.210526315789,6377.7799043062205,258.8325358851675,285.82775119617224,1874.22009569378,2058.1244019138758,40.0,40.4688995215311,7370.086124401914,7553.588516746411,6094.066985645933,6182.239234449761,808.2296650717703,890.5645933014354,139.99043062200957,138.48803827751198,41.4066985645933,43.72248803827751,28.660287081339714,29.320574162679424,257.73205741626793,269.2535885167464,6323.7799043062205,6421.578947368421,1004.066985645933,1097.952153110048,217.98086124401914,223.07177033492823,75.43540669856459,75.49282296650718,38.75598086124402,37.751196172248804
New London,83.42246970652097,3195.111655109617,33.527316663164534,698.9698816277929,3.4872732366743713,2.3035371576661765,1.6586187574420397,32.07231211038734,215.86333263290607,92.9182601386846,682.4102802709652,207.99774862666226,7561.952240866929,9.0,9011.0,New London,9011.0,41.48896435000004,-72.10430975999999,844.6551724137931,61.93103448275862,0.0,782.7241379310345,402.7058211352684,7.9588014981273405,New London,50.0,9.0,11.0,6.0,9.0,28579.942583732056,14294.822966507178,14285.11961722488,12011.205741626794,12103.645933014353,1006.5071770334928,884.6411483253588,162.86124401913875,154.0287081339713,603.1483253588517,642.2296650717703,22.33492822966507,17.435406698564595,488.76555023923447,483.1387559808612,12434.344497607655,12520.133971291865,1276.6124401913876,1165.358851674641,337.6650717703349,330.8612440191388,743.5311004784689,771.1961722488038,49.35885167464115,39.92344497607655,12903.732057416268,12959.942583732058,10945.148325358852,11101.062200956938,857.0622009569378,722.2870813397129,112.95693779904306,109.58851674641149,581.9712918660288,624.7368421052631,10.258373205741627,10.842105263157896,396.3349282296651,391.42583732057415,11288.717703349283,11438.01913875598,1068.421052631579,941.2153110047847,253.22488038277513,249.6555023923445,703.5023923444976,739.5885167464115,29.502392344497608,27.598086124401913,1391.090909090909,1325.177033492823,1066.0574162679425,1002.5837320574162,149.44497607655504,162.35406698564594,49.90430622009569,44.44019138755981,21.177033492822968,17.492822966507177,12.076555023923445,6.5933014354066986,92.43062200956938,91.71291866028709,1145.6267942583731,1082.1148325358852,208.19138755980862,224.14354066985646,84.4401913875598,81.20574162679426,40.02870813397129,31.607655502392344,19.85645933014354,12.325358851674642
Tolland,74.96659494351802,4029.8788237403623,29.31269499731038,794.1822843822844,3.5074592074592075,2.1579702348933116,1.6448448986910524,28.615725300340685,161.46650528958222,93.24134839519455,725.9864750633982,213.30133968595507,8204.77922077922,9.0,9013.0,Tolland,9013.0,41.858538030000005,-72.33084809999997,645.5862068965517,49.793103448275865,0.0,595.7931034482758,548.6959348730436,6.892382103990326,Tolland,50.0,9.0,13.0,6.0,9.0,15997.961722488039,8037.645933014354,7960.315789473684,7210.631578947368,7232.3253588516745,325.6650717703349,239.35885167464116,19.014354066985646,18.057416267942585,332.3732057416268,321.7129186602871,8.870813397129186,2.784688995215311,141.0909090909091,146.07655502392345,7336.612440191388,7365.942583732058,384.11483253588517,305.2248803827751,57.014354066985646,58.79425837320574,388.555023923445,377.24401913875596,20.076555023923444,9.789473684210526,7616.124401913876,7598.7655502392345,6866.688995215311,6937.435406698564,293.98086124401914,207.35885167464116,13.83732057416268,11.492822966507177,323.85645933014354,316.90909090909093,2.028708133971292,1.6650717703349283,115.73205741626795,123.90430622009569,6972.564593301436,7051.291866028708,340.78468899521533,259.67464114832535,44.58373205741627,44.3732057416268,371.2248803827751,367.73205741626793,8.277511961722489,7.358851674641149,421.52153110047846,361.55023923444975,343.9425837320574,294.8899521531101,31.68421052631579,32.0,5.177033492822966,6.564593301435407,8.516746411483254,4.803827751196172,6.842105263157895,1.1196172248803828,25.358851674641148,22.172248803827753,364.04784688995215,314.6507177033493,43.33014354066986,45.55023923444976,12.430622009569378,14.421052631578947,17.330143540669855,9.511961722488039,11.799043062200957,2.430622009569378
Windham,74.40842604037907,3697.695817882159,26.651174289245983,685.4058096415328,3.666584260403791,2.2127317676143385,1.7728059332509272,45.00164812525752,181.4776679027606,90.41580140090647,674.3476661369122,223.11913591147214,7547.07334157396,9.0,9015.0,Windham,9015.0,41.82972709,-71.98182315999999,297.3448275862069,9.655172413793103,0.0,287.6896551724138,325.39261187511767,3.684210526315789,Windham,50.0,9.0,15.0,6.0,9.0,12361.444976076555,6129.741626794258,6231.703349282297,5671.617224880383,5811.885167464115,198.80382775119617,157.63636363636363,42.87081339712919,36.83253588516747,77.70334928229666,89.5311004784689,5.4066985645933014,4.507177033492823,133.3397129186603,131.311004784689,5793.598086124402,5932.0382775119615,259.9712918660287,221.78947368421052,97.81818181818181,90.02870813397129,105.98086124401914,116.0,12.669856459330143,10.679425837320574,5461.167464114833,5588.334928229665,5128.564593301436,5284.0382775119615,129.38755980861245,89.42583732057416,23.971291866028707,22.88995215311005,72.48803827751196,85.30143540669856,2.2392344497607657,2.354066985645933,104.51674641148325,104.32535885167464,5224.698564593302,5379.665071770335,174.69856459330143,137.82775119617224,67.02392344497608,64.82296650717703,96.50717703349282,108.622009569378,7.330143540669856,7.215311004784689,668.5741626794259,643.3684210526316,543.0526315789474,527.8468899521531,69.41626794258373,68.21052631578948,18.89952153110048,13.942583732057416,5.215311004784689,4.229665071770335,3.1674641148325358,2.15311004784689,28.822966507177032,26.985645933014354,568.8995215311005,552.3732057416267,85.27272727272727,83.96172248803828,30.794258373205743,25.205741626794257,9.473684210526315,7.37799043062201,5.339712918660287,3.464114832535885
