countyName,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,part_time_work_behavior_devices,full_time_work_behavior_devices,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,median_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home,stateFIPS,countyFIPS,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Marinette,63.35979718678443,4255.130978083088,20.53794569839712,591.045142296369,3.8083415112855743,2.1628720968269546,1.6189074255806346,70.02613673536146,147.68740595354924,84.10732744520772,624.0405626431142,242.53133323987103,10355.086686293753,55.0,55075.0,Marinette,55075.0,45.38553432000001,-88.03324599999998,22.0,1.5517241379310345,0.0,20.448275862068964,81.78438661710037,6.0606060606060606,Marinette,50.0,55.0,75.0,6.0,9.0,4324.258373205742,2158.0191387559807,2166.2392344497607,2096.0191387559807,2105.196172248804,9.674641148325358,8.373205741626794,14.985645933014354,15.291866028708133,9.263157894736842,14.038277511961722,0.8133971291866029,0.5167464114832536,27.263157894736842,22.822966507177032,2122.028708133971,2126.822966507177,17.349282296650717,14.995215311004785,29.205741626794257,26.63157894736842,15.760765550239235,19.732057416267942,1.875598086124402,1.674641148325359,2126.593301435407,2134.066985645933,2069.933014354067,2077.1483253588517,9.186602870813397,7.7894736842105265,11.952153110047847,13.598086124401913,9.148325358851675,13.82775119617225,0.5358851674641149,0.4019138755980861,25.83732057416268,21.301435406698566,2094.5454545454545,2097.311004784689,16.48803827751196,13.866028708133971,25.1866028708134,24.20095693779904,15.52153110047847,19.23444976076555,1.5980861244019138,1.4545454545454546,31.425837320574164,32.17224880382775,26.086124401913874,28.047846889952154,0.4880382775119617,0.583732057416268,3.0334928229665072,1.69377990430622,0.11483253588516747,0.21052631578947367,0.27751196172248804,0.11483253588516747,1.4258373205741626,1.5215311004784688,27.483253588516746,29.51196172248804,0.861244019138756,1.1291866028708133,4.019138755980861,2.430622009569378,0.23923444976076555,0.49760765550239233,0.27751196172248804,0.22009569377990432
Marquette,92.43611971104231,6219.563777089783,28.063054695562435,588.9481940144478,5.9565531475748195,3.630546955624355,1.8452012383900929,86.52724458204334,223.6266253869969,80.63869969040248,609.0582338198437,255.17411174996315,13114.521450685537,55.0,55077.0,Marquette,55077.0,43.819119459999996,-89.40073763000005,3.0,1.0,0.0,2.0,19.262874020803906,33.333333333333336,Marquette,50.0,55.0,77.0,6.0,9.0,1607.77990430622,815.9904306220096,791.7894736842105,793.1961722488038,768.4497607655502,5.866028708133971,3.272727272727273,5.3971291866028706,6.373205741626794,3.6363636363636362,5.416267942583732,0.07655502392344497,0.14354066985645933,7.818181818181818,8.133971291866029,800.5933014354067,776.1913875598086,9.196172248803828,6.7272727272727275,9.07177033492823,9.789473684210526,4.976076555023924,6.976076555023924,0.24880382775119617,0.4784688995215311,789.4162679425838,770.7655502392345,768.6124401913876,749.6842105263158,5.492822966507177,3.186602870813397,4.650717703349282,5.320574162679426,3.569377990430622,5.416267942583732,0.06698564593301436,0.1339712918660287,7.023923444976076,7.023923444976076,775.2631578947369,756.3636363636364,8.574162679425838,6.2105263157894735,7.866028708133971,8.16267942583732,4.77511961722488,6.813397129186603,0.22009569377990432,0.4688995215311005,26.574162679425836,21.023923444976077,24.583732057416267,18.76555023923445,0.37320574162679426,0.0861244019138756,0.7464114832535885,1.0526315789473684,0.06698564593301436,0.0,0.009569377990430622,0.009569377990430622,0.7942583732057417,1.1100478468899522,25.330143540669855,19.827751196172247,0.6220095693779905,0.5167464114832536,1.2057416267942584,1.6267942583732058,0.20095693779904306,0.16267942583732056,0.028708133971291867,0.009569377990430622
Menominee,46.047474747474745,3626.7343434343434,11.634343434343434,289.0868686868687,2.5343434343434343,1.6333333333333333,1.405050505050505,86.87373737373737,120.81717171717172,70.92929292929293,480.5468975468975,264.45021645021643,8668.887445887445,55.0,55078.0,Menominee,55078.0,45.00422544000002,-88.70950713999996,2.0,0.0,0.0,2.0,65.84723441615452,0.0,Menominee,50.0,55.0,78.0,6.0,9.0,466.35406698564594,231.51196172248802,234.8421052631579,25.52153110047847,26.172248803827753,0.9282296650717703,2.1339712918660285,196.26794258373207,199.33014354066987,3.9904306220095696,2.6985645933014353,0.0,0.0,4.803827751196172,4.507177033492823,30.086124401913874,30.516746411483254,2.3923444976076556,3.4066985645933014,199.32057416267943,202.07655502392345,4.574162679425838,3.38755980861244,0.12440191387559808,0.09569377990430622,217.6555023923445,223.55023923444975,24.985645933014354,25.22488038277512,0.9282296650717703,2.0095693779904304,183.34928229665073,189.37799043062202,3.9904306220095696,2.660287081339713,0.0,0.0,4.401913875598086,4.277511961722488,29.177033492822968,29.37799043062201,2.2679425837320575,3.2440191387559807,186.1531100478469,191.99043062200957,4.507177033492823,3.272727272727273,0.10526315789473684,0.07655502392344497,13.85645933014354,11.291866028708133,0.5358851674641149,0.9473684210526315,0.0,0.12440191387559808,12.91866028708134,9.952153110047847,0.0,0.03827751196172249,0.0,0.0,0.4019138755980861,0.22966507177033493,0.9090909090909091,1.138755980861244,0.12440191387559808,0.16267942583732056,13.167464114832535,10.086124401913876,0.06698564593301436,0.11483253588516747,0.019138755980861243,0.019138755980861243
Milwaukee,76.63324015958122,8060.105862323076,27.975275074327243,646.3005183848753,3.5252560160597666,2.221119101466216,1.8461032195766522,36.00223108784591,236.73718395039768,86.4949076309303,653.0672579989548,216.3297246094884,11587.72855089716,55.0,55079.0,Milwaukee,55079.0,43.004860620000024,-87.96733171999996,4775.896551724138,242.58620689655172,0.0,4533.310344827586,785.5340764661223,3.957463992461973,Milwaukee,50.0,55.0,79.0,6.0,9.0,100269.85645933014,48466.92822966507,51802.92822966507,32163.674641148325,33218.24880382775,12629.674641148325,14714.114832535884,448.1913875598086,485.1866028708134,1978.688995215311,2014.755980861244,24.976076555023923,25.004784688995215,1221.7224880382776,1345.6172248803828,33247.80861244019,34402.382775119615,13431.301435406698,15598.21052631579,827.5693779904307,923.4928229665072,2238.2392344497607,2294.334928229665,63.39712918660287,66.56459330143541,41233.85645933014,44914.296650717704,25859.61722488038,27293.598086124402,12168.22966507177,14231.607655502392,267.61722488038276,303.511961722488,1934.421052631579,1969.4449760765551,12.133971291866029,13.38755980861244,991.8373205741627,1102.7464114832535,26741.454545454544,28264.794258373207,12819.77033492823,14958.8995215311,540.3253588516747,629.377990430622,2163.397129186603,2215.282296650718,42.90909090909091,47.665071770334926,7233.071770334928,6888.631578947368,6304.057416267942,5924.650717703349,461.444976076555,482.50717703349284,180.57416267942583,181.67464114832535,44.26794258373206,45.311004784689,12.842105263157896,11.617224880382775,229.88516746411483,242.87081339712918,6506.354066985646,6137.588516746411,611.5311004784689,639.311004784689,287.24401913875596,294.11483253588517,74.84210526315789,79.05263157894737,20.48803827751196,18.89952153110048
Monroe,97.08383838383838,4401.896179183136,29.91409749670619,627.3484848484849,5.927492314448836,3.3040843214756257,1.9981115502854634,86.05305226174791,209.17764602547211,79.17834870443566,645.3601857080118,260.5038584603802,13002.866490996927,55.0,55081.0,Monroe,55081.0,43.946412179999996,-90.61881899999997,14.96551724137931,1.0,0.0,13.96551724137931,34.592350766436766,6.25,Monroe,50.0,55.0,81.0,6.0,9.0,4754.478468899521,2408.066985645933,2346.4114832535884,2289.502392344498,2228.334928229665,39.43540669856459,27.99043062200957,30.019138755980862,32.5933014354067,13.82775119617225,22.32535885167464,2.478468899521531,2.076555023923445,32.803827751196174,33.09090909090909,2320.6698564593303,2259.464114832536,53.177033492822964,41.73205741626794,43.464114832535884,45.97129186602871,21.36842105263158,30.086124401913874,3.6076555023923444,3.521531100478469,2305.464114832536,2257.0334928229663,2200.717703349282,2154.315789473684,35.89473684210526,23.779904306220097,24.669856459330145,26.15311004784689,13.368421052631579,22.0,2.2200956937799043,1.9904306220095693,28.593301435406698,28.794258373205743,2227.846889952153,2181.3301435406697,48.066985645933016,35.866028708133975,35.74162679425837,37.13875598086124,20.28708133971292,29.10047846889952,3.1196172248803826,3.291866028708134,102.60287081339713,89.377990430622,88.7846889952153,74.01913875598086,3.54066985645933,4.2105263157894735,5.349282296650718,6.440191387559809,0.45933014354066987,0.3253588516746411,0.2583732057416268,0.0861244019138756,4.2105263157894735,4.29665071770335,92.82296650717703,78.13397129186603,5.110047846889952,5.866028708133971,7.722488038277512,8.832535885167465,1.0813397129186604,0.9856459330143541,0.4880382775119617,0.22966507177033493
Oconto,80.02751322751323,6451.215824915825,24.84656084656085,596.0453583453583,4.358152958152958,2.6233766233766236,1.6823472823472823,76.61356421356422,178.58253968253968,80.92472342472342,632.9688723974439,259.5288256716828,13187.845049130763,55.0,55083.0,Oconto,55083.0,45.02715345000001,-88.26807503000005,28.03448275862069,0.0,0.0,28.03448275862069,92.27524387028735,0.0,Oconto,50.0,55.0,83.0,6.0,9.0,3953.7894736842104,2017.9425837320575,1935.846889952153,1957.7033492822966,1870.5454545454545,8.688995215311005,4.392344497607655,25.923444976076556,28.239234449760765,5.923444976076555,9.588516746411484,0.4019138755980861,0.35406698564593303,19.301435406698566,22.727272727272727,1976.3923444976076,1892.5263157894738,13.578947368421053,10.334928229665072,38.44019138755981,42.57416267942584,8.564593301435407,12.660287081339712,0.8325358851674641,1.0717703349282297,1985.0717703349283,1905.7416267942583,1931.531100478469,1845.7416267942583,7.07177033492823,3.799043062200957,22.727272727272727,25.971291866028707,5.722488038277512,9.4066985645933,0.19138755980861244,0.14354066985645933,17.827751196172247,20.679425837320576,1948.8038277511962,1865.7607655502393,11.598086124401913,9.062200956937799,34.16267942583732,38.95693779904306,8.258373205741627,12.277511961722489,0.6028708133971292,0.8516746411483254,32.87081339712919,30.105263157894736,26.172248803827753,24.803827751196174,1.6172248803827751,0.5933014354066986,3.1961722488038276,2.2679425837320575,0.20095693779904306,0.18181818181818182,0.21052631578947367,0.21052631578947367,1.4736842105263157,2.047846889952153,27.588516746411482,26.76555023923445,1.9808612440191387,1.2727272727272727,4.277511961722488,3.617224880382775,0.3062200956937799,0.3827751196172249,0.22966507177033493,0.22009569377990432
Oneida,58.98051904280418,3111.338658577688,19.749207954162454,580.4747893495113,3.5778227165487024,2.2574317492416585,1.3887765419615774,60.55985844287159,134.0097404785979,86.13222109875295,616.8242573065627,240.14492753623188,9744.307670085223,55.0,55085.0,Oneida,55085.0,45.70677896999998,-89.51944104999998,6.931034482758621,0.0,0.0,6.931034482758621,25.284450063211125,0.0,Oneida,50.0,55.0,85.0,6.0,9.0,3748.181818181818,1875.4928229665072,1872.688995215311,1807.8181818181818,1809.4928229665072,13.37799043062201,5.617224880382775,19.5311004784689,19.425837320574164,8.038277511961722,12.555023923444976,0.3157894736842105,0.45933014354066987,26.411483253588518,25.138755980861244,1833.4641148325359,1833.8755980861245,19.770334928229666,11.54066985645933,36.19138755980861,35.24401913875598,12.239234449760765,16.526315789473685,1.0526315789473684,1.2057416267942584,1850.4784688995214,1849.4449760765551,1787.6172248803828,1791.0239234449762,12.870813397129186,5.339712918660287,16.861244019138756,16.842105263157894,7.990430622009569,12.44976076555024,0.3157894736842105,0.45933014354066987,24.822966507177032,23.330143540669855,1811.7129186602872,1813.6650717703349,18.736842105263158,10.602870813397129,32.54545454545455,31.57894736842105,11.980861244019138,16.229665071770334,1.0334928229665072,1.167464114832536,25.014354066985646,23.24401913875598,20.20095693779904,18.4688995215311,0.507177033492823,0.27751196172248804,2.6698564593301435,2.583732057416268,0.04784688995215311,0.10526315789473684,0.0,0.0,1.5885167464114833,1.8086124401913874,21.751196172248804,20.210526315789473,1.0334928229665072,0.937799043062201,3.645933014354067,3.665071770334928,0.2583732057416268,0.2966507177033493,0.019138755980861243,0.03827751196172249
Outagamie,111.68978303747535,3270.8867554240633,38.41457593688363,691.2016863905326,6.605976331360947,3.3973668639053254,2.3513510848126233,59.53497041420118,235.9852071005917,87.72989151873767,677.1977881093266,245.0848267117498,9093.2258382643,55.0,55087.0,Outagamie,55087.0,44.41578887,-88.46565022999995,133.58620689655172,4.068965517241379,0.0,129.51724137931035,113.36721930968412,3.755868544600939,Outagamie,50.0,55.0,87.0,6.0,9.0,19055.72248803828,9505.933014354066,9549.78947368421,8729.473684210527,8818.918660287081,131.4066985645933,95.29186602870813,172.72727272727272,170.8133971291866,320.11483253588517,314.32535885167465,6.076555023923445,5.253588516746412,146.13397129186603,145.1866028708134,8869.014354066985,8957.291866028709,194.04784688995215,158.0956937799043,227.55023923444975,226.87081339712918,358.9856459330144,351.30143540669854,11.282296650717702,10.526315789473685,9110.344497607655,9194.028708133972,8387.904306220096,8512.248803827752,122.53588516746412,89.39712918660287,147.80861244019138,147.95215311004785,315.4162679425837,310.4306220095694,4.2105263157894735,3.952153110047847,132.4688995215311,130.04784688995215,8514.746411483253,8636.488038277512,179.99043062200957,146.3732057416268,194.6315789473684,194.82296650717703,352.38277511961724,345.2248803827751,8.813397129186603,8.583732057416269,395.58851674641147,355.7607655502392,341.5693779904306,306.66985645933016,8.870813397129186,5.894736842105263,24.91866028708134,22.861244019138756,4.698564593301436,3.8947368421052633,1.8660287081339713,1.3014354066985645,13.665071770334928,15.138755980861244,354.26794258373207,320.8038277511962,14.057416267942584,11.722488038277511,32.91866028708134,32.047846889952154,6.6028708133971294,6.076555023923445,2.4688995215311005,1.9425837320574162
Ozaukee,102.03905257076835,3049.1709994222992,37.01432697862507,810.7170036587714,5.499922973233199,3.2590410167533217,1.840150202195263,44.80837666088966,213.2160215674947,91.18557673791642,733.5137410250062,222.38667436934335,9580.842315204534,55.0,55089.0,Ozaukee,55089.0,43.38352224999996,-87.94625008999996,117.48275862068965,10.10344827586207,0.0,107.37931034482759,178.20916600351936,6.918238993710692,Ozaukee,50.0,55.0,89.0,6.0,9.0,9202.842105263158,4520.392344497608,4682.44976076555,4279.138755980861,4449.377990430622,73.30143540669856,60.5933014354067,13.014354066985646,14.727272727272727,96.67942583732058,103.377990430622,1.6842105263157894,1.291866028708134,56.57416267942584,53.08133971291866,4332.574162679426,4499.2344497607655,94.43062200956938,79.99043062200957,29.779904306220097,30.851674641148325,119.52153110047847,124.52631578947368,4.105263157894737,3.84688995215311,4396.727272727273,4566.593301435407,4166.641148325359,4345.923444976077,70.52631578947368,58.047846889952154,9.645933014354068,10.76555023923445,95.86602870813397,102.23923444976077,1.3110047846889952,1.1483253588516746,52.73684210526316,48.4688995215311,4216.555023923445,4391.511961722488,89.90430622009569,75.43540669856459,24.4688995215311,24.593301435406698,117.95215311004785,122.49760765550239,3.5311004784688995,3.521531100478469,123.66507177033493,115.85645933014354,112.49760765550239,103.45454545454545,2.77511961722488,2.5454545454545454,3.3684210526315788,3.9617224880382773,0.8133971291866029,1.138755980861244,0.37320574162679426,0.14354066985645933,3.8373205741626792,4.6124401913875595,116.01913875598086,107.72248803827752,4.526315789473684,4.555023923444976,5.311004784688995,6.258373205741627,1.569377990430622,2.028708133971292,0.5741626794258373,0.3253588516746411
Pepin,78.8281045751634,4865.340196078431,26.42843137254902,467.7712418300654,4.6758169934640526,2.256862745098039,1.584640522875817,62.416666666666664,187.72091503267973,82.7656862745098,580.3702147525677,218.1185807656396,11393.757236227824,55.0,55091.0,Pepin,55091.0,44.58307413000002,-91.99949611000007,0.5517241379310345,0.0,0.0,0.5517241379310345,13.723068478111706,0.0,Pepin,50.0,55.0,91.0,6.0,9.0,773.5693779904307,391.8181818181818,381.7511961722488,383.7799043062201,376.1244019138756,2.9282296650717705,0.9569377990430622,1.186602870813397,1.138755980861244,0.7559808612440191,1.38755980861244,0.0,0.18181818181818182,3.1674641148325358,1.9617224880382775,386.8133971291866,377.99043062200957,4.076555023923445,1.6267942583732058,2.727272727272727,2.076555023923445,1.368421052631579,1.799043062200957,0.11483253588516747,0.23923444976076555,386.42105263157896,376.5263157894737,380.0382775119617,371.24401913875596,1.770334928229665,0.7464114832535885,0.9186602870813397,1.1291866028708133,0.7559808612440191,1.3301435406698565,0.0,0.18181818181818182,2.937799043062201,1.894736842105263,382.8421052631579,373.0430622009569,2.8421052631578947,1.3779904306220097,2.3157894736842106,2.0574162679425836,1.3492822966507176,1.722488038277512,0.10526315789473684,0.23923444976076555,5.3971291866028706,5.22488038277512,3.7416267942583734,4.880382775119617,1.1578947368421053,0.21052631578947367,0.2679425837320574,0.009569377990430622,0.0,0.05741626794258373,0.0,0.0,0.22966507177033493,0.06698564593301436,3.971291866028708,4.947368421052632,1.2344497607655502,0.24880382775119617,0.41148325358851673,0.019138755980861243,0.019138755980861243,0.07655502392344497,0.009569377990430622,0.0
