countyName,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,part_time_work_behavior_devices,full_time_work_behavior_devices,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,median_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home,stateFIPS,countyFIPS,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Warren,102.96512928022362,2528.0127183787563,30.633962264150945,585.5833682739343,7.799021663172606,2.9401816911250873,3.1857442348008385,121.80747728860936,276.85744234800836,79.84374563242488,612.6895178197065,266.93836477987423,12133.369182389937,47.0,47177.0,Warren,47177.0,35.6728299,-85.77969116999999,30.68421052631579,0.0,0.0,30.68421052631579,74.3373077653797,0.0,Warren,50.0,47.0,177.0,6.0,9.0,4223.349282296651,2083.693779904306,2139.6555023923447,1954.641148325359,2013.77990430622,76.49760765550239,69.97129186602871,10.545454545454545,7.942583732057416,12.583732057416269,14.258373205741627,2.076555023923445,1.4641148325358853,27.349282296650717,32.239234449760765,1981.11004784689,2045.043062200957,90.22966507177034,86.7177033492823,22.30622009569378,21.588516746411482,15.37799043062201,17.51196172248804,2.8325358851674642,2.0861244019138754,1873.2918660287082,1989.5406698564593,1768.0095693779904,1879.9138755980862,63.282296650717704,61.63636363636363,5.894736842105263,5.177033492822966,11.023923444976077,13.54066985645933,0.6985645933014354,0.5550239234449761,24.382775119617225,28.717703349282296,1791.6459330143541,1907.8086124401914,75.77990430622009,76.96650717703349,16.066985645933013,16.842105263157894,13.454545454545455,16.373205741626794,1.3110047846889952,1.0526315789473684,210.4019138755981,150.11483253588517,186.6315789473684,133.86602870813397,13.21531100478469,8.334928229665072,4.650717703349282,2.7655502392344498,1.5598086124401913,0.7177033492822966,1.3779904306220097,0.9090909090909091,2.9665071770334928,3.521531100478469,189.4641148325359,137.23444976076556,14.44976076555024,9.751196172248804,6.239234449760765,4.746411483253588,1.923444976076555,1.138755980861244,1.5215311004784688,1.0334928229665072
Washington,105.0643425103546,2603.238122660524,29.839110500786287,527.5404549380938,7.526567587321979,3.64672528738178,3.177833396088507,116.5041972136703,270.87284325234225,73.8161421072449,588.122062504153,295.3975060355711,12252.56570466677,47.0,47179.0,Washington,47179.0,36.29472367999999,-82.4945472,86.15789473684211,0.0,0.0,86.15789473684211,66.5954741927282,0.0,Washington,50.0,47.0,179.0,6.0,9.0,13193.244019138756,6446.7655502392345,6746.478468899521,5927.1578947368425,6240.028708133971,294.2392344497608,261.4066985645933,27.84688995215311,23.550239234449762,82.84210526315789,97.98086124401914,3.4354066985645932,3.186602870813397,111.24401913875599,120.32535885167464,6032.411483253589,6354.1435406698565,353.8181818181818,328.0382775119617,65.29186602870813,60.50717703349282,105.15789473684211,123.2535885167464,7.3971291866028706,7.952153110047847,6225.483253588517,6548.928229665072,5739.464114832536,6071.32057416268,283.1961722488038,251.80861244019138,19.330143540669855,16.248803827751196,81.13875598086125,97.16746411483254,1.8851674641148326,1.4258373205741626,100.4688995215311,110.95693779904306,5835.014354066986,6177.138755980861,337.5311004784689,314.0,51.50239234449761,48.717703349282296,101.49282296650718,120.54545454545455,5.2631578947368425,5.636363636363637,221.2822966507177,197.55023923444975,187.6937799043062,168.70813397129186,11.043062200956937,9.598086124401913,8.516746411483254,7.301435406698564,1.7033492822966507,0.8133971291866029,1.5502392344497609,1.7607655502392345,10.775119617224881,9.368421052631579,197.39712918660288,177.00478468899522,16.28708133971292,14.038277511961722,13.789473684210526,11.789473684210526,3.665071770334928,2.708133971291866,2.1339712918660285,2.3157894736842106
Wayne,70.02069275753486,2784.602114260009,13.369095816464238,591.0636527215474,6.603688708951867,2.8504273504273505,1.9116059379217274,184.9680611785875,144.56747638326587,71.12370670265408,601.7726045883941,315.40868196131356,11983.7114260009,47.0,47181.0,Wayne,47181.0,35.23868267,-87.78644456000004,64.0,0.0,0.0,64.0,383.8541354285372,0.0,Wayne,50.0,47.0,181.0,6.0,9.0,1770.248803827751,977.2727272727273,792.976076555024,862.3540669856459,772.9952153110048,99.76076555023923,6.861244019138756,3.2057416267942584,3.1578947368421053,2.3157894736842106,1.799043062200957,0.44019138755980863,0.10526315789473684,9.196172248803828,8.057416267942584,870.8516746411483,780.6794258373205,103.36842105263158,9.961722488038278,8.30622009569378,7.54066985645933,3.4832535885167464,2.736842105263158,0.7559808612440191,0.3062200956937799,956.5071770334928,781.4736842105264,842.6411483253588,762.9952153110048,99.59808612440192,6.382775119617225,2.9760765550239237,2.7177033492822966,2.3157894736842106,1.799043062200957,0.12440191387559808,0.10526315789473684,8.851674641148325,7.473684210526316,850.8133971291866,770.1052631578947,103.10047846889952,9.253588516746412,7.913875598086125,6.784688995215311,3.425837320574163,2.688995215311005,0.3923444976076555,0.2966507177033493,20.76555023923445,11.502392344497608,19.71291866028708,10.0,0.16267942583732056,0.4784688995215311,0.22966507177033493,0.44019138755980863,0.0,0.0,0.3157894736842105,0.0,0.3444976076555024,0.583732057416268,20.038277511961724,10.574162679425838,0.2679425837320574,0.7081339712918661,0.3923444976076555,0.7559808612440191,0.05741626794258373,0.04784688995215311,0.36363636363636365,0.009569377990430622
Weakley,86.85238095238095,2784.4437037037037,20.799365079365078,599.5769312169313,8.241798941798942,3.113650793650794,2.744021164021164,176.10656084656085,194.5536507936508,71.5331216931217,616.9478306878307,320.0045502645503,13994.730370370371,47.0,47183.0,Weakley,47183.0,36.298962319999994,-88.71990865,28.789473684210527,0.0,0.0,28.789473684210527,86.3822422113854,0.0,Weakley,50.0,47.0,183.0,6.0,9.0,3605.282296650718,1764.401913875598,1840.8803827751196,1572.0191387559807,1645.1004784688996,135.20574162679426,144.87081339712918,7.1291866028708135,6.076555023923445,23.10047846889952,19.770334928229666,0.5645933014354066,0.6698564593301436,26.382775119617225,24.392344497607656,1596.5741626794259,1667.933014354067,149.07177033492823,159.55980861244018,16.114832535885167,14.239234449760765,28.210526315789473,23.08133971291866,1.8277511961722488,1.6842105263157894,1724.5454545454545,1800.8038277511962,1538.0765550239234,1611.511961722488,133.12918660287082,143.35885167464116,5.942583732057416,4.038277511961723,22.239234449760765,19.215311004784688,0.4688995215311005,0.49760765550239233,24.688995215311003,22.181818181818183,1560.9952153110048,1632.3827751196172,146.2775119617225,156.66985645933013,14.17224880382775,11.301435406698564,26.928229665071772,22.28708133971292,1.7129186602870814,1.3588516746411483,39.856459330143544,40.07655502392345,33.942583732057415,33.588516746411486,2.076555023923445,1.5119617224880382,1.186602870813397,2.0382775119617227,0.861244019138756,0.5550239234449761,0.09569377990430622,0.1722488038277512,1.69377990430622,2.210526315789474,35.578947368421055,35.55023923444976,2.7942583732057416,2.889952153110048,1.9425837320574162,2.937799043062201,1.2822966507177034,0.7942583732057417,0.11483253588516747,0.3253588516746411
White,124.31901649548708,3109.442732648615,32.79209461562403,603.5006224712107,12.073140367258015,4.208216619981326,4.362278244631185,137.89853719265483,284.8048552754435,77.79629629629629,622.8089013383131,285.54419545596016,13654.74649859944,47.0,47185.0,White,47185.0,35.92929884,-85.45591799,42.8421052631579,0.631578947368421,0.0,42.21052631578947,156.67253707499685,1.2775404300075954,White,50.0,47.0,185.0,6.0,9.0,2761.7894736842104,1351.0813397129186,1410.7081339712918,1292.421052631579,1357.1674641148325,29.22488038277512,20.669856459330145,6.488038277511961,4.8708133971291865,3.5311004784688995,5.521531100478469,1.1770334928229664,1.1004784688995215,18.239234449760765,21.37799043062201,1309.9425837320575,1377.5598086124403,37.78947368421053,31.885167464114833,14.861244019138756,13.971291866028707,5.559808612440191,7.712918660287081,1.6842105263157894,1.69377990430622,1319.9043062200958,1383.866028708134,1265.9617224880383,1334.1626794258373,28.239234449760765,19.68421052631579,4.77511961722488,3.626794258373206,3.110047846889952,5.416267942583732,1.1770334928229664,1.0717703349282297,16.641148325358852,19.904306220095695,1281.9808612440193,1353.2153110047848,36.066985645933016,30.229665071770334,12.430622009569378,11.980861244019138,4.91866028708134,7.3971291866028706,1.5980861244019138,1.5885167464114833,31.177033492822968,26.842105263157894,26.45933014354067,23.004784688995215,0.9856459330143541,0.9856459330143541,1.7129186602870814,1.244019138755981,0.42105263157894735,0.10526315789473684,0.0,0.028708133971291867,1.5980861244019138,1.4736842105263157,27.961722488038276,24.3444976076555,1.722488038277512,1.6555023923444976,2.430622009569378,1.9904306220095693,0.6411483253588517,0.3157894736842105,0.0861244019138756,0.10526315789473684
Williamson,277.64081483165364,1954.7115379758027,69.58693895077164,772.1244601045693,24.32081786264555,10.78975019575156,4.8298603217903056,130.8152484150438,522.7992978202117,82.98583011290445,716.5266348412518,305.11455886438836,11739.289977520144,47.0,47187.0,Williamson,47187.0,35.89099228999999,-86.89281867,652.4736842105264,11.368421052631579,0.0,641.1052631578947,273.6748503475187,1.75044532630262,Williamson,50.0,47.0,187.0,6.0,9.0,21287.014354066985,10410.334928229666,10876.679425837321,9378.708133971291,9795.004784688996,455.05263157894734,477.6842105263158,28.76555023923445,28.16267942583732,386.7177033492823,410.00956937799043,6.29665071770335,5.9330143540669855,154.79425837320574,159.88516746411483,9525.923444976077,9946.153110047846,510.7751196172249,537.0813397129186,72.89952153110048,74.68899521531101,452.3444976076555,476.78468899521533,12.832535885167465,13.004784688995215,9910.813397129186,10392.956937799043,8918.200956937799,9353.31100478469,443.2535885167464,463.67464114832535,20.114832535885167,19.023923444976077,383.1866028708134,405.33971291866027,4.545454545454546,4.44976076555024,141.51196172248802,147.1578947368421,9053.425837320574,9493.263157894737,493.7799043062201,518.3444976076555,57.49282296650718,59.21531100478469,445.48325358851673,468.4019138755981,10.200956937799043,10.44976076555024,499.52153110047846,483.7224880382775,460.50717703349284,441.6937799043062,11.799043062200957,14.009569377990431,8.650717703349283,9.138755980861244,3.5311004784688995,4.669856459330144,1.7511961722488039,1.4832535885167464,13.282296650717702,12.727272727272727,472.4976076555024,452.8899521531101,16.995215311004785,18.736842105263158,15.4066985645933,15.473684210526315,6.861244019138756,8.382775119617225,2.6315789473684212,2.555023923444976
Wilson,234.27119610281923,2697.558302238806,66.45721911276948,654.2565557628524,18.498756218905474,7.814236111111111,6.377979892205638,118.70936981757878,534.741241708126,80.00995024875621,653.5237873134329,283.3209214344942,11586.764329394693,47.0,47189.0,Wilson,47189.0,36.15496772000001,-86.29775883999997,493.57894736842104,10.631578947368421,0.0,482.94736842105266,341.20640367795613,2.132547254266806,Wilson,50.0,47.0,189.0,6.0,9.0,13051.263157894737,6400.105263157895,6651.1578947368425,5754.00956937799,5956.622009569378,427.2631578947368,450.20095693779905,30.229665071770334,27.79904306220096,79.02392344497608,100.75598086124401,5.033492822966507,5.100478468899522,104.54545454545455,110.67942583732058,5852.67942583732,6060.8708133971295,479.39712918660285,506.8038277511962,67.00478468899522,66.9377990430622,103.98086124401914,126.05741626794259,9.311004784688995,9.83732057416268,6145.100478468899,6424.22966507177,5529.952153110048,5758.459330143541,418.1626794258373,441.88516746411483,21.84688995215311,20.497607655502392,76.28708133971291,98.18181818181819,3.014354066985646,2.6220095693779903,95.83732057416267,102.58373205741627,5620.794258373206,5855.6746411483255,466.2105263157895,494.8421052631579,54.00956937799043,55.44497607655502,99.62679425837321,121.79904306220095,6.822966507177034,6.784688995215311,255.00478468899522,226.92822966507177,224.05741626794259,198.16267942583733,9.10047846889952,8.31578947368421,8.382775119617225,7.301435406698564,2.736842105263158,2.574162679425837,2.0191387559808613,2.478468899521531,8.708133971291867,8.095693779904305,231.88516746411483,205.19617224880383,13.186602870813397,11.961722488038278,12.995215311004785,11.492822966507177,4.354066985645933,4.258373205741627,2.488038277511962,3.0526315789473686
